articleIndex,articleTitle,text
304,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"This Law will be published in the Official Gazette and will come into force on the day on 

which it is published.

Mohammed bin Rashid Al Maktoum 
Ruler of Dubai 

Issued in Dubai on 30 July 2007

Corresponding to 16 Rajab 1428 A.H.

118118

Law No. (8) of 2007

Concerning Escrow Accounts for 
Real Estate Development in the 
Emirate of Dubai

119119

Law No. (8) of 2007

Concerning 

Escrow Accounts for Real Estate 

Development in the Emirate of Dubai (1)

We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai,

After perusal of:

Federal Law No. (5) of 1985 Issuing the Civil Code and its amendments;"
222,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"1. Unless otherwise indicated on the Site Plan, each Unit in a building or part of a 

building will comprise the following, without limitation: 

a. floors and floor materials and components down to the base of the joists and 

other structures supporting the floor of the Unit; 

b. plaster ceilings and all other types of ceilings, additions that form part of the 

interior area of the Unit and the spaces between such ceilings, the ceilings 

above the support walls and structures inside the Unit, and walls separating the 

Unit from other parts of the Jointly Owned Real Property and any adjacent Units 

or Common Areas; 

c. non-load bearing walls and non-support walls inside the Unit; 

d. windows, glass and fixtures that form part of the internal windows, lighting 

systems, doors, door frames, and all equipment and fixtures serving the Unit; 

e. 

internal connections serving the Unit; 

f. 

fixtures and fittings installed by the Owner or Occupier of the Unit; and

g. additions, modifications and improvements made to the Unit from time to time.

For the purposes of this paragraph, the Unit will not include the Utility Services in the 

Unit that serve the Common Areas or any other Unit. 

2. Unless otherwise indicated on the Site Plan, each Unit in a Jointly Owned Real 

Property comprising land, rather than a building or part of a building, will include, 

without limitation, everything within the boundaries of the Unit other than the Utility 

Services that serve the Common Areas or any other Unit. 

3. Each Unit is entitled to appropriate services and rights of way from other Units and 

Common Areas. 

4. The dividing walls between two adjacent Units will be shared by the Owners of both 

Units provided that these walls are part of the Common Areas. 

9393"
251,"Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency,","This Law will be cited as “Law No. (26) of 2007 Regulating the Relationship between 

Landlords and Tenants in the Emirate of Dubai “. 

Definitions and Scope of Application"
90,Law No. (13) of 2008 Regulating the Interim Real Property Register in the Emirate of Dubai,"Law No. (13) of 2008 Regulating the Interim Real Property Register in the Emirate of Dubai 

and its amendments;"
252,"Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency,","In implementing the provisions of this Law, the following words and expressions will have 

© 2014 The Government of Dubai Legal Affairs Department
(1) Every effort has been made to produce an accurate and complete English version of this legislation. However, 
for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of 
conflict the Arabic text will prevail.

102102

the meaning indicated opposite each of them, unless the context implies otherwise:

Emirate: 

RERA: 

The Emirate of Dubai. 

The Real Estate Regulatory Agency. 

Real Property: 

Immovable property and everything affixed or annexed to it and which 

is leased out for purposes of accommodation or conducting a business 

activity, trade, profession, or any other lawful activity.

Lease Contract: A contract by virtue of which the Landlord is bound to allow the Tenant 

use of the Real Property for a specific purpose, over a specific term, 

and in return for a specific consideration.

Landlord: 

A natural or legal person who is entitled by law or agreement to dispose 

of Real Property. This also includes a person to whom ownership of 

the Real Property is transferred during the term of a Lease Contract, 

an agent or legal representative of the Landlord, or a Tenant who is 

permitted by the Landlord to sub-let the Real Property. 

Tenant: 

A natural or legal person who is entitled to use Real Property by 

virtue of a Lease Contract, or any person to whom the lease is legally 

transferred from the Tenant. 

Sub-tenant: 

A natural or legal person who is entitled use of the Real Property or any 

part thereof by virtue of a Lease Contract entered into with the Tenant. 

Rent: 

The specified consideration which the Tenant will be bound to pay by 

virtue of the Lease Contract. 

Tribunal: 

The Special Tribunal for the Settlement of Disputes between Landlords 

and Tenants.

Notice: 

A written notification sent by either party to the Lease Contract to the 

other through the Notary Public, or delivered by registered post, by 

hand, or by any other technological means approved by law."
290,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"This Law will be cited as “Law No. (16) of 2007 Establishing the Real Estate 

Regulatory Agency”."
319,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"In the event of any emergency situation where the Real Estate Development project 

is not completed, the Escrow Agent of that project must, after consultation with the 

Department, take the required measures to preserve the rights of depositors and 

ensure that the Real Estate Development project is completed or depositors are 

refunded their payments. 

Chapter Four

Penalties"
41,Decree No. (2) of 2011 Concerning Rent in the Emirate of Dubai;,Decree No. (2) of 2011 Concerning Rent in the Emirate of Dubai;
337,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"A Register will be maintained by the Department in which the names of licensed Real 

Estate Brokers in the Emirate are entered and in which any variation of or amendment to 

relevant information are also entered. 

135135"
1,Law No. (7) of 2013...................................................................................................................................................................... 7,"Law No. (7) of 2013...................................................................................................................................................................... 7
Concerning the Land Department"
49,Law No. (2) of 2003 Concerning the Profession of Renting and Leasing Real Property in,"Law No. (2) of 2003 Concerning the Profession of Renting and Leasing Real Property in 

the Emirate of Dubai;"
105,Law Enforcement Officers,"The Fees and fines collected by virtue of this Resolution will be paid to the Public Treasury 

of the Government of Dubai.

Issuing Implementing Resolutions"
278,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"The Lease Contract does not expire upon the death of the Landlord or the Tenant. The 

contractual relationship continues with the heirs, unless the heirs of the Tenant wish to 

terminate such relationship, provided that termination comes into effect no less than thirty 

(30) days from the date of notifying the Landlord of such intent or the expiry date of the 

Lease Contract, whichever comes first."
218,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,The provisions of
165,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai,"a. Judicial police officers including the police must refer to the Tribunal all cheque-

related complaints that fall under the scope of this Decree.

b. The Public Prosecution and the Courts may not investigate dishonoured cheques 

that fall under the scope of this Decree or settle any dispute related to such cheques 

before such disputes are referred to and considered by the Tribunal. Moreover, they 

must suspend their consideration of any complaint or penal action related to such 

6565

cheques, and refer these to the Tribunal for consideration in accordance with the 

provisions of this Decree."
240,Law or the Articles of Association of the Owners Association. This lien will continue,"1. Subject to the provisions of Federal Law No. (5) of 1985 Issuing the Civil Code related 

to construction contracts, the developer will remain liable, for ten (10) years from 

the date of the completion certificate for the project developed by him, to repair or 

remedy any defects in the structural components of the Jointly Owned Real Property 

9898

of which he is notified by the Owners Association or any Unit Owner. 

2. The Developer will remain liable, for one (1) year from the date of the completion 

certificate for the project or part of the project developed by him, to repair or replace 

defective installations in the Jointly Owned Real Property. For the purpose of this 

Article, such installations include the mechanical and electrical works, sanitary and 

plumbing installations and similar installations. 

3. Subject to the provisions of the paragraphs (1) and (2) above, nothing in this Law in 

any way precludes or prejudices any rights or warranties granted to the Unit Owner 

by virtue of any other legislation as against the Master Developer or Sub-developer 

of the real property. 

4. Any agreement that contradicts the provisions of this Article and concluded after this"
188,Decree No. (2) of 1993 Establishing a Special Tribunal for the Settlement of Disputes,"The Landlord may seek eviction of the Tenant from the Real Property prior to the expiry of 

the term of the Tenancy only in the following cases:

1. where the Tenant fails to pay the Rent or any part thereof within thirty (30) days after the 

date a Notice to pay is given to the Tenant by the Landlord unless otherwise agreed 

by the parties;

a. where the Tenant sub-lets the Real Property or any part thereof without obtaining 

the Landlord’s approval in writing. In this case, the eviction will apply to both the 

Tenant and Sub-Tenant. However, the Sub-Tenant’s right to claim a compensation 

from the Tenant will be preserved;

b. where the Tenant uses the Real Property or allows others to use it for any illegal 

purpose or for a purpose which breaches public order or morals;

c. where the Tenant of commercial Real Property leaves the Real Property unoccupied 

for no valid reason for thirty (30) consecutive days or ninety (90) non-consecutive 

days within the same year, unless agreed otherwise by both parties;

d. where the Tenant makes a change to the Real Property that renders it unsafe in a 

manner that makes it impossible to restore the Real Property to its original state, 

or damages the Real Property willfully or through gross negligence, by failing to 

exercise due diligence, or by allowing others to cause such damage; 

e. where the Tenant uses the Real Property for a purpose other than that for which 

7777

the Real Property was leased, or uses the Real Property in a manner that violates 

planning, construction, and use-of-land regulations in force in the Emirate; 

f. where the Real Property is condemned, provided that the Landlord must prove this 

by a technical report issued by or attested to by Dubai Municipality;

g. where the Tenant fails to observe any obligation imposed on him by this Law or any 

of the terms of the Tenancy Contract within thirty (30) days from the date a Notice 

to perform such obligation or term is served upon him by the Landlord; or

h. where competent Government entities requires demolition or reconstruction of the 

Real Property as per urban development requirements in the Emirate.

For the purposes of paragraph (1) of this Article, the Landlord will give Notice to the Tenant 

through a Notary Public or registered post. 

2. Upon expiry of the Tenancy Contract the Landlord may request eviction of the Tenant 

from the Real Property only in any of the following cases:

a. where the owner of the Real Property wishes to demolish the Real Property to 

reconstruct it, or to add any new constructions that will prevent the Tenant from 

using the Real Property, provided that the required permits are obtained from the 

competent entities;

b. where the Real Property is in a condition that requires restoration or comprehensive 

maintenance that cannot be carried out in the presence of the Tenant in the Real 

Property, provided that the condition of the Real Property is verified by a technical 

report issued by or attested to by Dubai Municipality; 

c. where the owner of the Real Property wishes to take possession of it for his personal 

use or for use by any of his first-degree relatives, provided that the owner proves 

that he does not own another Real Property appropriate for such purpose; or

d. where the owner of the Real Property wishes to sell the leased Real Property.

For the purposes of paragraph (2) of this Article, the Landlord must notify the Tenant of 

the eviction reasons twelve (12) months prior to the date set for eviction, provided that this 

notice is given through a Notary Public or registered post."
53,Law No. (15) of 2009 Concerning Hearing Rent Disputes in Free Zones;,Law No. (15) of 2009 Concerning Hearing Rent Disputes in Free Zones;
32,Law No. (27) of 2006 and its amendments will apply to these employees.,"The financial resources of the Department will consist of the following: 

1. support allocated to the Department in the general budget of the Government; 

1414

2. 

fees and charges for the services provided by the Department; and

3. any other resources approved by the Executive Council.

Accounts and Financial Year of the Department"
40,Decree No. (22) of 2009 Concerning Special Development Zones in the Emirate of Dubai;,Decree No. (22) of 2009 Concerning Special Development Zones in the Emirate of Dubai;
282,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"If the Tribunal issues an award terminating the Lease Contract and the Real Property is 

occupied by a Sub-tenant under a contract entered into with the Tenant and approved by 

the Landlord, the Sub-tenant may continue to occupy the Real Property under the terms 

of the sub-lease contract."
98,Executive Council Resolution No. (24) of 2006 Approving Charges for Certain Real,"of this Resolution, the following will apply:

1. unless agreed otherwise, the Fee for the sale of real property will be shared equally 

3737

by the seller and purchaser;

2. unless agreed otherwise, the Fee for registering a usufruct or long-term lease right 

provided for by the above mentioned Law No. (7) of 2006 will be paid by collection of 

two percent (2%) of the value of the real property from the owner, landlord, or holder of a 

usufruct right, and collection of two percent (2%) of the value of the real property from the 

tenant or holder of the usufruct right;

3. unless agreed otherwise, the Fee for registering a rent-to-own contract will be paid 

by collection of two percent (2%) of the value of the real property from the landlord, and 

collection from the tenant of two percent (2%) of the value of the real property plus a 

quarter of a percent (0.25%) of the value of the amount financed;

4. the Fees for registering the subdivision of co-owned real estate will be paid by the 

co-owners in proportion to their respective shares prior to the subdivision;

5. unless agreed otherwise, the Fees for registering contracts for the use and 

development of the land of another person (Musataha), contracts transferring the share of 

real property belonging to an heir to the other heirs (Takharuj), gifts, wills, mortgages, debt 

conversions, family endowments (Family Waqf), and registering the rights of the heirs of 

tenants, will be paid by the person to whom the rights are transferred; and

6. Fees for dispositions other than those stipulated in paragraphs (1), (2), (3), (4), and 

(5) of this Article will be paid by the applicant.

Fee Assessment"
21,Law No. (9) of 2009 Regulating the Interim Real Property Register of the Emirate of Dubai,"This Law will be cited as “Law No. (7) of 2013 Concerning the Land Department”.

© 2014 The Government of Dubai Legal Affairs Department
(1) Every effort has been made to produce an accurate and complete English version of this legislation. However, 
for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of 
conflict the Arabic text will prevail. 

88

Definitions"
200,Law No. (27) of 2007 Concerning Jointly Owned Real Property in the Emirate of Dubai;,"1. Any disposition that occurs in respect of any Real Property Unit sold off-plan will be 

entered in the Interim Property Register, and any sale or any other legal disposition 

that transfers or restricts ownership or any ancillary rights will be void unless entered 

in that Register.

8383

2. Any developer, who disposed of a Real Property Unit by way of sale or any other 

disposition that transferred or encumbered a Real Property Unit before this Law came 

into force, must apply to the Department to enter such disposition or encumbrance in 

the Property Register or in the Interim Property Register, as the case may be, within 

a maximum of sixty (60) days from the date on which this Law comes into force."
310,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"Any Developer who wishes to sell Units off-plan must submit to the Department a request 

to open an Escrow Account. This request must comprise the following:

1. certificate of membership in the Dubai Chamber of Commerce and Industry;

2. 

3. 

trade licence;

title deed of the land to be developed;

4. copy of the contract concluded between the master developer and the sub-

developer;

5. 

initial architectural designs and engineering plans approved by the Competent 

Entities and the master developer;

6. a financial statement of the estimated cost and revenues of the project certified by a 

accredited chartered auditor;

7. an undertaking by the sub-developer to start the construction works of the project 

upon obtaining the approval of the master developer for off-plan sale, or an 

undertaking by the master developer if there is no sub-developer; and

8. standard sale contract between the Developer and the purchaser. 

122122"
295,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"The executive body of RERA will be comprised of the CEO appointed pursuant to a 

resolution of the Chairman of the Executive Council, and a number of employees to whom 

the provisions of the Government of Dubai Human Resources Management Law No. (27) 

of 2006 will apply."
54,Decree No. (2) of 1993 Forming a Special Tribunal to Determine Disputes between,"This Decree will be cited as “Decree No. (26) of 2013 Concerning the Rent Disputes 

Settlement Centre in the Emirate of Dubai”.

Definitions"
357,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"A Real Estate Broker will forfeit his right to remuneration or to claim refund of expenses if 

he breaches his obligations to his client by acting in the interest of the other party or by 

accepting a promise of a benefit from the other party, where such actions are inconsistent 

with good faith or the code of professional ethics."
185,Decree No. (2) of 1993 Establishing a Special Tribunal for the Settlement of Disputes,"Unless otherwise agreed by the parties, if either party to the Tenancy Contract wishes to amend 

7676

any of its terms in accordance with"
400,Law No. (7) of 1997 Concerning Land Registration Fees; and,"1. Registration of Real Property Units and Real Property Areas will be based upon the 

following maps:

a. 

topographic master map;

b. map of the Real Property Unit; and

c. map of the Real Property Area. 

2. Each Real Property Area will have its own separate map indicating the Real Property 

Units located on it and their numbers. 

3. Each Real Property Unit will have its own separate map indicating its site, boundaries, 

measurements, area, features, constructions situated on it, and the numbers given 

to its adjacent Units. 

Chapter Nine

Dividing and Merging"
125,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"The Master Developer or Sub-developer may not commence implementation of the 

project or dispose of its Real Property Units by way of Off-plan Sale unless:

1. he has taken possession of the land plot and has received the demarcation certificate;

2. he has actual control over the land plot where the project is proposed to be 

constructed; and

3. he has obtained the required approvals from the Competent Entities to commence 

implementation of the project."
63,Decree No. (2) of 1993.,"a. A Mediation and Conciliation Directorate will be established in the Centre with the 

power to amicably settle Rent Disputes in accordance with the rules adopted in this 

respect by the chairman of the Centre, with the exception of the following:

1. orders, applications, and claims which are urgent or interim; and

2. claims that have been registered before the effective date of this Decree. 

b. The Mediation and Conciliation Directorate will be comprised of a number of lawyers 

and experts to be appointed by the Department.

c. Rent Disputes submitted to the Mediation and Conciliation Directorate will be heard 

and settled by a number of specialists working under the supervision of a judge 

assigned to work with the Centre for this purpose.

d. The Mediation and Conciliation Directorate will hear a Rent Dispute submitted to it 

by summoning the parties or their representatives, reviewing the documents and 

related evidence, proposing a settlement to the parties, and reconciling their points 

of view for the purpose of reaching amicable settlement of the Rent Dispute.

e. 

The time bar periods and limitation periods stipulated by the legislation in force will be suspended 

from the date of registering the Rent Dispute with the Mediation and Conciliation Directorate.

f. 

The Mediation and Conciliation Directorate will seek to amicably settle the Rent 

Dispute within a period not exceeding fifteen (15) days from the date of appearance 

of the parties before it. This period may be extended for the same period or periods 

by a decision of the judge supervising the Mediation and Conciliation Directorate. 

g. Where settlement between the parties to the Rent Dispute is reached, this settlement 

2626

will be documented in a settlement agreement to be signed by the parties and 

approved by the judge supervising the Mediation and Conciliation Directorate. This 

agreement will have the force of a writ of execution.

h. The Mediation and Conciliation Directorate may, as it deems appropriate, seek 

assistance from experts and specialists to provide technical expertise in the matters 

submitted to it. The decision to seek assistance from an expert will specify the 

scope of his assignment, the period required for completion of this assignment, his 

remuneration, and the party responsible for payment of such remuneration. 

i. A fee will be charged for the registration of a Rent Dispute submitted to the Mediation 

and Conciliation Directorate in accordance with the fees prescribed for the 

registration of claims at the Centre. One-half of the fee will be refunded if amicable 

settlement is reached between the parties to the Rent Dispute.

Appointment of Chairs and Members of Tribunals"
15,Law No. (7) of 1997 Concerning Land Registration Fees and its amendments;,Law No. (7) of 1997 Concerning Land Registration Fees and its amendments;
315,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"1. An Escrow Agent must provide the Department with regular statements of the 

revenue and expenditure of his Escrow Accounts. The Department may, at any time, 

request any Escrow Agent to provide any information or data it requires, and in all 

events, the Department may seek assistance from any person it deems appropriate 

to audit such statements and data.

2. 

If it is proven to the Department that an Escrow Agent has committed any violation 

of this Law or of its implementing bylaws, the Department must notify him in writing 

and specify a time limit for him to remedy such violation."
72,Decree No. (2) of 1993.,"a. The time limit for appeal of a judgment issued by the First Instance Division is fifteen 

2929

(15) days from the day following the date of the hearing in which the judgment was 

issued. Where the party against whom the judgment is issued has failed to appear in 

all hearings of the claim and failed to submit a defence, the time limit for appeal will 

commence from the date upon which he is served with the judgment.

b. To admit an appeal of a judgment issued by the First Instance Division in claims 

involving financial claims, the party against whom the judgment was issued must 

deposit half of the judgment amount with the Centre until the appeal is determined. 

Notwithstanding the foregoing, the chairman of the Centre may decide to admit the 

appeal without deposit of that amount or upon payment of a part thereof.

Applicable Sources"
136,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"If any dispute arises between the developer and the purchaser, the Department 

may attempt conciliation to preserve their contractual relationship and may propose 

solutions for such purpose as it may deem fit. If the Department concludes an amicable 

settlement, such settlement must be confirmed in writing by an agreement executed by 

the developer and the purchaser or their respective representatives. Upon confirmation 

of such agreement by the Department, it will become binding upon both parties."
93,Law No. (7) of 2013 Concerning the Land Department;,Law No. (7) of 2013 Concerning the Land Department;
92,Law No. (35) of 2009 Concerning Management of the Public Funds of the Government of,"Law No. (35) of 2009 Concerning Management of the Public Funds of the Government of 

Dubai and its amendments;"
267,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"Unless otherwise agreed by the parties, the Landlord will, during the term of the Lease 

Contract, be responsible for the Real Property’ maintenance works and for repairing any 

defect or damage that may affect the Tenant’s intended use of the Real Property. 

The Landlord may not make to the Real Property or any of its amenities or annexes any"
134,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"If the Master Developer or Sub-developer agrees with the Real Estate Broker to market 

the project in full or in part, the Real Estate Broker must deposit the sale proceeds of the 

relevant Real Property Unit into the project escrow account. The Real estate Broker may 

not deposit the sale proceeds in his own account or deduct his commission from such 

proceeds before depositing it in the escrow account. Any agreement to the contrary of 

the provisions of this Article will be void.

5555"
398,Law No. (7) of 1997 Concerning Land Registration Fees; and,"The Department may, upon the application of an interested party, or on its own initiative, 

after giving notification to concerned parties, correct manifest material errors in the 

records of the Property Register."
117,Law No. (7) of 1997 Concerning Land Registration Fees in the Emirate of Dubai and,"Law No. (7) of 1997 Concerning Land Registration Fees in the Emirate of Dubai and 

its amendments;"
76,Decree No. (2) of 1993.,Subject to the provisions of
284,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"If the Landlord and Tenant agree in the Lease Contract or in any other subsequent 

agreement to refer any dispute arising between them out of the Lease Contract 

performance to arbitration, neither party may take any action that would affect the Real 

Property or the parties’ rights and obligations as set out in the Lease Contract.

The Tribunal may, upon the request of the Landlord or the Tenant, issue any interim awards 

it deems appropriate to preserve such rights and legal position until the arbitration award 

is rendered.

Final Provisions"
60,Decree No. (2) of 1993.,"a. The organisational structure of the Centre will consist of two sectors: a judicial sector 

and an administrative sector.

b. The judicial sector will comprise the following divisions and organisational units:

1. 

the Mediation and Conciliation Directorate; 

2. 

the First Instance Division;

3. 

the Appellate Division; and

4. 

the Judgment Enforcement Directorate.

c. The administrative sector of the Centre will comprise a number of organisational 

units charged with the duty of providing technical and administrative support to the 

judicial sector.

Chairman of the Centre"
2,Decree No. (43) of 2013 ...........................................................................................................................................................17,"Decree No. (43) of 2013 ...........................................................................................................................................................17
Determining Rent Increases for Real Property in the Emirate 
of Dubai"
173,"Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai,","1. 

If the purchaser breaches any of the terms of the sale contract of the Real Property 

Unit concluded with the developer, the developer must notify the Department of such 

breach, and the Department must give a thirty (30) days’ notice to the purchaser, in 

person, by registered mail or by email, to fulfil his contractual obligations.

2. 

If the notice period mentioned in in paragraph (1) of this Article expires and the 

purchaser fails to perform his contractual obligations, the following provisions 

will apply:

a. where the developer has completed at least eighty percent (80%) of the real 

6969

estate development project, the developer may retain all payments and claim 

the balance of the contract value from the purchaser, failing which the developer 

may request the sale of the Real Property by way of public auction to recover the 

balance of the amounts to which he is entitled;

b. where the developer has completed at least sixty percent (60%) of the real 

estate development project, the developer may terminate the contract and 

retain a maximum of forty percent (40%) of the value of the Real Property Unit 

stipulated in the contract;

c. where the developer starts the construction works but fails to reach the sixty 

percent (60%) threshold of the real estate development project, the developer 

may terminate the contract and retain a maximum of twenty-five percent (25%) 

of the value of the Real Property Unit stipulated in the contract; or

d. where the developer, for reasons beyond his control but without any negligence 

on his part, fails to start the construction works, the developer may terminate the 

contract and retain a maximum of thirty percent (30%) of the payments made 

by the purchaser.

3. For the purposes of items (c) and (d) of paragraph (2) above, “construction 

works” will mean the developer taking possession of the real estate development 

project site and starting construction works in accordance with plans approved by 

Competent Entities.

4. For the purposes of items (b) and (c) of paragraph (2) above, the developer must 

return any amounts payable to the purchaser within a period not exceeding one year 

of the termination date or within a period not exceeding sixty (60) days of selling the 

Real Property Unit, whichever is earlier.

5. Notwithstanding paragraphs (1) and (2) of this Article, RERA may, based on a 

reasoned report, decide to revoke the real estate development project, in which case 

the developer must return all payments received from purchasers, in accordance 

with the procedure and provisions stipulated in Law No. (8) of 2007 Concerning 

Escrow Accounts of Real Estate Development in the Emirate of Dubai.

6. The provisions of this Article will not apply to sale contracts for land which is not 

diposed of by of Off-plan Sale. Those contracts will be governed by the terms of the 

7070

contract concluded by the parties.

7. The provisions of this Article will apply to all contracts concluded before this Law 

comes into force."
231,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"1. An Owners Association will be legally constituted upon registration in the Property 

Register of the sale of the first Unit in a Jointly Owned Real Property. 

2. The Owners Association will comprise the Owners of Units in the Jointly Owned Real 

Property, including the Master Developer or Sub-developer in respect of unsold Units. 

3. Membership of a Unit Owner in the Owners Association will commence on the date 

the Unit is registered with the Department in his name and will come to an end when 

the registration of the Unit ceases to be in his name."
113,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Director General of the Department will issue the instructions required for the 

implementation of the provisions of this Decree.

Repeals"
33,Law No. (27) of 2006 and its amendments will apply to these employees.,"In regulating its accounts and records, the Department will follow the Government 

accounting rules and standards. The financial year of the Department will commence on 

1 January and will end on 31 December of each year.

Issuing Implementing Resolutions"
159,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;
265,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"Where either of the two parties to a Lease Contract do not wish to renew the Lease 

Contract or wish to amend any of its terms, such party must notify the other party of such 

intent no less than ninety (90) days before the date on which the Lease Contract expires, 

unless otherwise agreed by the parties. 

Landlord’s Obligations"
156,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"This Resolution comes into force on the day on which it is issued and will be published 

in the Official Gazette.

Hamdan bin Mohammed bin Rashid Al Maktoum 
Crown Prince of Dubai
Chairman of the Executive Council

Issued in Dubai on 14 February 2010

Corresponding to 30 Safar 1431 A.H.

6262

Decree No. (56) of 2009 

Establishing a Special Tribunal for 
the Settlement of Cheque Disputes 
Relating to Real Estate Transactions

6363

Decree No. (56) of 2009 

Establishing a Special Tribunal for the Settlement of Cheque 
Disputes

Relating to Real Estate Transactions (1)

We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai,

After perusal of:"
333,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"of the above mentioned Law; and

Upon the presentation made by the Director General of the Department,

Does hereby issue this Bylaw.

Chapter One

Definitions and General Provisions

1. Definitions"
212,Law No. (27) of 2007 Concerning Jointly Owned Real Property in the Emirate of Dubai;,"This Law will be published in the Official Gazette and will come into force on the day on 

which it is published.

Mohammed bin Rashid Al Maktoum 
Ruler of Dubai

Issued in Dubai on 14 August 2008

Corresponding to 13 Shaban 1429 A.H.

8686

Law No. (27) of 2007

Concerning Ownership of Jointly 
Owned Real Property in the Emirate 
of Dubai

8787

Law No. (27) of 2007

Concerning Ownership of Jointly Owned 

Real Property in the Emirate of Dubai(1)

We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai,

After perusal of:

Federal Law No. (5) of 1985 Issuing the Civil Code and its amendments;"
322,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,of this
104,Law Enforcement Officers,"Any affected party may submit a written grievance to the Director General against any 

3939

decision or measure taken against him under this Resolution. The grievance will be 

determined, within thirty (30) days from the date of submission of the grievance, by a 

committee formed by the Director General for this purpose, and the decision on the 

grievance will be final.

Payment of Fees and Fines"
28,Law No. (9) of 2009 Regulating the Interim Real Property Register of the Emirate of Dubai,"a. A Director General will be appointed to the Department pursuant to a decree issued 

by the Ruler. 

b. The Director General will undertake the supervision of the administrative, technical, 

and financial affairs of the Department, and will represent it before third parties. In 

particular, he will: 

1. propose the general policy and strategic plans of the Department and its affiliated 

entities, and supervise the implementation of these policies and plans upon 

being approved; 

2. propose the organisational structure of the Department and its affiliated entities;

3. approve the bylaws and resolutions regulating the administrative, financial, and 

technical work of the Department and its affiliated entities; 

4. propose the annual draft budget of the Department and prepare its final accounts; 

5. propose the fees and charges for the services provided by the Department and its 

affiliated entities; 

6. supervise the work of the executive body of the Department and its affiliated entities;

7. supervise the work of the executive directors of the affiliated entities of the 

Department and their implementation of the strategic and operational plans of their 

respective entities; and

8. perform any other duties assigned to him by the Chairman.

1313

Executive Body of the Department"
327,Law; or,"This Regulation will be cited as “Regulation No. (3) of 2006 Determining Areas for 

Ownership by Non-UAE Nationals of Real Property in the Emirate of Dubai.”"
86,Decree without prejudice to their existing rights. The Government of Dubai Human,"This Decree will be published in the Official Gazette and will come into force sixty (60) 

days after the date of its publication. 

Mohammed bin Rashid Al Maktoum
Ruler of Dubai

Issued in Dubai on 18 September 2013

Corresponding to 13 Thu al-Qidah 1434 A.H.

3333

Executive Council Resolution No. (30) 
of 2013 

Approving Fees of the Land 
Department

3535

Executive Council Resolution No. (30) of 2013 

Approving 

Fees of the Land Department (1)

We, Hamdan bin Mohammed bin Rashid Al Maktoum, Crown Prince of Dubai, 

Chairman of the Executive Council, 

After perusal of:"
302,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"The Chairman of the Executive Council will issue the regulations and resolutions required 

for the implementation of the provisions of this Law."
342,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Division may take all required actions to ensure that applications for registration, 

updating, or cancellation meet the requirements stipulated in this Bylaw and any 

resolutions issued hereunder."
359,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"If a number of Persons engage a single Real Estate Broker for the same transaction, 

they will be held jointly responsible for implementing the engagement unless 

otherwise agreed.

Chapter Four

Real Estate Broker Remuneration"
